Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard,Place,Latitude,Longitude
36,9,115,91765,4,26.400000000000002,2,0,1,0,0,0,0,Los Angeles County,33.9945,-117.8183
34,9,31,92521,4,13.200000000000001,3,85,0,1,1,1,1,Riverside County,33.9685,-117.3335
36,10,83,94705,1,33.599999999999994,3,0,0,0,0,0,1,Alameda County,37.8616,-122.2421
60,34,152,92807,2,82.80000000000001,1,0,0,0,0,0,0,Orange County,33.8512,-117.7884
45,20,30,96003,1,1.2000000000000002,1,0,0,0,0,1,0,Shasta County,40.662,-122.278
27,3,34,90065,1,2.4000000000000004,3,0,0,0,0,1,1,Los Angeles County,34.1115,-118.2286
47,22,44,95821,1,16.799999999999997,3,0,0,0,0,1,1,Sacramento County,38.6278,-121.3843
44,20,182,94710,2,91.19999999999999,1,0,0,0,0,0,0,Alameda County,37.8715,-122.3071
54,30,44,95616,3,18.0,1,117,0,0,0,1,0,Yolo County,38.563,-121.816
57,33,122,94301,2,72.0,1,153,0,1,1,1,1,Santa Clara County,37.443,-122.1512
52,26,35,94550,4,21.6,1,0,0,0,0,1,0,Alameda County,37.5098,-121.6389
51,25,91,92407,1,9.600000000000001,3,0,0,0,0,0,0,San Bernardino County,34.2441,-117.3086
57,32,30,94024,2,24.0,2,0,0,0,0,0,0,Santa Clara County,37.3551,-122.111
65,39,53,94608,1,30.0,3,0,0,0,0,1,0,Alameda County,37.8347,-122.2919
58,33,28,94720,1,3.5999999999999996,3,0,0,0,0,1,0,Alameda County,37.8746,-122.2547
64,39,85,94720,4,40.8,2,200,0,0,0,1,0,Alameda County,37.8746,-122.2547
52,26,28,93907,2,8.399999999999999,2,90,0,0,0,1,1,Monterey County,36.7691,-121.6505
58,34,41,91016,4,4.800000000000001,1,177,0,0,0,1,0,Los Angeles County,34.1535,-117.9741
52,22,154,90650,1,60.0,3,0,1,1,1,1,0,Los Angeles County,33.9073,-118.0758
43,18,41,92831,1,3.5999999999999996,3,0,0,0,0,1,0,Orange County,33.8768,-117.8931
56,32,33,95014,3,18.0,1,0,0,0,0,0,0,Santa Clara County,37.2943,-122.0944
37,12,182,94523,3,69.6,3,0,1,0,0,1,0,Contra Costa County,37.9538,-122.0778
53,27,59,90740,2,9.600000000000001,3,0,0,0,0,1,0,Orange County,33.7569,-118.0786
27,2,129,90009,2,39.599999999999994,1,0,0,1,0,0,0,Los Angeles County,34.0522,-118.2425
53,27,35,94583,3,10.8,3,136,0,0,0,1,0,Contra Costa County,37.7699,-122.0014
42,16,185,94705,3,26.400000000000002,2,0,1,1,1,1,1,Alameda County,37.8616,-122.2421
58,34,45,93943,4,15.600000000000001,2,201,0,0,0,0,0,Monterey County,36.5972,-121.8729
36,12,62,94065,4,1.2000000000000002,2,145,0,0,0,0,0,San Mateo County,37.5348,-122.2471
53,28,183,96008,3,98.39999999999999,3,467,1,0,1,1,1,Shasta County,40.7201,-122.0871
48,22,14,94303,2,1.2000000000000002,3,0,0,0,0,1,0,San Mateo County,37.4578,-122.1225
54,28,53,94002,1,26.400000000000002,3,0,0,0,0,1,1,San Mateo County,37.5138,-122.2963
26,1,48,94019,3,31.200000000000003,3,169,0,0,0,0,0,San Mateo County,37.473,-122.4111
50,26,128,92780,2,4.800000000000001,1,0,0,0,0,1,0,Orange County,33.7376,-117.8212
31,7,105,94025,1,48.0,1,331,0,0,0,1,0,San Mateo County,37.459,-122.1861
35,9,40,93943,3,10.8,1,0,0,0,0,1,1,Monterey County,36.5972,-121.8729
63,37,10,90095,2,4.800000000000001,1,0,0,0,0,1,0,Los Angeles County,34.071,-118.4432
29,4,102,90245,2,39.599999999999994,1,303,0,0,0,0,0,Los Angeles County,33.9161,-118.4041
57,32,31,94143,3,1.2000000000000002,2,0,0,0,0,1,0,San Francisco County,37.7753,-122.4186
30,5,30,90245,4,9.600000000000001,1,158,0,0,0,1,0,Los Angeles County,33.9161,-118.4041
33,7,21,90095,1,7.199999999999999,3,0,0,1,0,0,0,Los Angeles County,34.071,-118.4432
62,36,44,92867,2,3.5999999999999996,1,0,0,0,0,0,0,Orange County,33.8136,-117.8192
35,10,48,95060,1,30.0,3,164,0,0,0,1,0,Santa Cruz County,37.069,-122.1569
37,11,21,94604,3,2.4000000000000004,2,0,0,0,0,1,0,Alameda County,37.8046,-122.2699
37,11,84,90266,4,26.400000000000002,2,0,0,0,0,1,1,Los Angeles County,33.8895,-118.4009
35,10,64,94306,3,8.399999999999999,2,230,0,0,0,1,0,Santa Clara County,37.4118,-122.1295
35,9,82,94720,1,30.0,1,138,0,0,0,0,0,Alameda County,37.8746,-122.2547
59,35,39,95616,4,15.600000000000001,1,0,0,0,0,1,0,Yolo County,38.563,-121.816
53,27,45,90405,2,9.600000000000001,3,0,0,0,0,1,1,Los Angeles County,34.0113,-118.4685
45,21,133,92056,4,68.4,3,0,1,0,1,1,1,San Diego County,33.2006,-117.2912
46,22,152,90009,2,16.799999999999997,1,0,0,0,0,1,0,Los Angeles County,34.0522,-118.2425
40,16,12,90033,1,12.0,1,91,0,1,0,0,0,Los Angeles County,34.0497,-118.2113
42,16,32,94112,3,18.0,1,149,0,0,0,1,0,San Francisco County,37.7217,-122.4446
25,1,74,94085,4,31.200000000000003,1,204,0,0,0,0,0,Santa Clara County,37.3886,-122.0168
39,14,54,92037,2,13.200000000000001,2,159,0,0,0,0,1,San Diego County,32.8668,-117.2482
30,6,181,94542,3,49.199999999999996,2,0,1,0,1,1,1,Alameda County,37.6535,-122.0326
58,33,75,90034,2,0.0,3,0,0,0,0,1,0,Los Angeles County,34.0293,-118.3994
41,15,95,91101,3,1.2000000000000002,1,240,0,1,0,0,0,Los Angeles County,34.1468,-118.1382
37,11,190,94305,4,87.6,2,565,1,0,1,1,0,Santa Clara County,37.424,-122.1676
36,11,90,94709,1,33.599999999999994,1,0,0,0,0,1,0,Alameda County,37.8799,-122.2648
27,3,20,95616,4,12.0,1,134,0,0,0,1,1,Yolo County,38.563,-121.816
60,34,64,95014,3,26.400000000000002,3,0,0,0,0,0,0,Santa Clara County,37.2943,-122.0944
62,36,85,90019,2,20.4,3,98,0,0,0,0,0,Los Angeles County,34.0485,-118.3395
67,43,105,93711,4,20.4,2,0,0,0,0,1,0,Fresno County,36.8421,-119.8285
44,18,21,90840,1,2.4000000000000004,1,0,0,0,0,1,0,Los Angeles County,33.7819,-118.1157
24,1,78,94720,2,21.6,2,0,0,0,0,0,0,Alameda County,37.8746,-122.2547
45,21,158,94085,2,80.03999999999999,1,132,0,0,0,1,1,Santa Clara County,37.3886,-122.0168
58,34,125,94720,1,51.599999999999994,1,219,0,0,0,0,0,Alameda County,37.8746,-122.2547
61,36,81,95449,3,21.6,2,0,0,0,0,1,0,Mendocino County,38.9457,-123.0746
54,29,183,93105,1,97.19999999999999,1,0,0,0,0,1,1,Santa Barbara County,34.5696,-119.7726
28,3,54,94550,4,7.199999999999999,2,0,0,0,0,1,0,Alameda County,37.5098,-121.6389
49,24,79,94025,4,43.2,3,212,0,0,0,1,0,San Mateo County,37.459,-122.1861
35,11,38,91706,1,18.0,2,136,0,0,0,1,0,Los Angeles County,34.0966,-117.9667
36,10,172,94704,4,12.0,2,295,1,0,0,1,0,Alameda County,37.8722,-122.2447
34,8,184,93106,3,90.0,1,0,1,0,0,0,0,Santa Barbara County,34.4144,-119.8475
36,11,158,95054,2,93.6,1,114,0,0,0,1,1,Santa Clara County,37.3963,-121.9614
35,11,188,94596,1,10.8,3,282,1,0,0,1,0,Contra Costa County,37.8914,-122.0358
27,2,20,95064,4,6.0,3,0,0,0,0,1,0,Santa Cruz County,37.0007,-122.068
42,18,60,92677,4,2.4000000000000004,3,151,0,0,0,0,1,Orange County,33.5337,-117.7074
65,39,113,92096,4,28.799999999999997,3,0,0,0,0,1,0,San Diego County,33.1293,-117.1584
29,5,70,93101,4,0.0,1,0,0,0,0,1,1,Santa Barbara County,34.4191,-119.7034
65,41,84,95762,2,0.0,3,0,0,0,0,1,1,El Dorado County,38.6827,-121.0755
59,33,23,94002,2,2.4000000000000004,3,0,0,0,0,1,0,San Mateo County,37.5138,-122.2963
46,22,141,90089,2,39.599999999999994,1,0,0,1,1,1,1,Los Angeles County,34.0218,-118.2883
59,33,110,90007,3,52.800000000000004,1,264,0,0,0,1,0,Los Angeles County,34.0265,-118.2828
52,26,31,94923,4,21.6,1,0,0,0,0,1,1,Sonoma County,38.3489,-123.0312
60,35,22,92660,1,15.600000000000001,1,80,0,0,0,0,0,Orange County,33.638,-117.8732
43,17,91,95134,1,62.400000000000006,1,0,0,1,0,0,0,Santa Clara County,37.4248,-121.946
65,39,82,94131,4,28.799999999999997,3,252,0,0,0,1,0,San Francisco County,37.7464,-122.4436
50,26,23,92630,1,3.5999999999999996,1,0,0,0,0,0,0,Orange County,33.6443,-117.6789
48,23,35,93943,1,1.2000000000000002,1,0,0,1,0,1,0,Monterey County,36.5972,-121.8729
49,25,114,91380,1,30.0,3,0,1,0,0,1,0,Los Angeles County,34.4194,-118.5558
58,33,18,94402,3,1.2000000000000002,2,0,0,0,0,1,1,San Mateo County,37.5398,-122.3297
24,2,80,91107,2,19.200000000000003,3,238,0,0,0,0,0,Los Angeles County,34.162,-118.0894
58,32,74,95817,2,27.599999999999998,3,0,0,0,0,0,1,Sacramento County,38.5517,-121.4507
45,19,122,94590,4,49.199999999999996,2,0,1,0,0,1,0,Solano County,38.0946,-122.2539
42,15,73,94545,3,27.96,2,0,0,0,0,0,0,Alameda County,37.6327,-122.1141
64,40,40,96064,2,13.200000000000001,1,0,0,0,0,1,0,Siskiyou County,41.7589,-122.3238
49,25,55,92103,4,1.2000000000000002,3,0,0,0,0,1,0,San Diego County,32.7454,-117.1702
55,31,69,90089,1,32.400000000000006,2,0,0,1,0,0,1,Los Angeles County,34.0218,-118.2883
40,14,92,90024,4,16.799999999999997,2,0,0,0,0,1,0,Los Angeles County,34.0657,-118.4341
28,2,48,93943,4,25.200000000000003,3,0,0,0,0,1,1,Monterey County,36.5972,-121.8729
57,31,113,91711,4,7.199999999999999,3,327,1,0,0,1,0,Los Angeles County,34.1223,-117.7143
50,25,58,93940,1,15.600000000000001,2,0,0,0,0,1,0,Monterey County,36.5836,-121.8369
40,16,109,94025,2,26.400000000000002,1,0,0,0,0,1,0,San Mateo County,37.459,-122.1861
55,28,39,94542,3,12.0,2,0,0,0,0,1,1,Alameda County,37.6535,-122.0326
53,29,33,94591,3,22.799999999999997,2,144,0,0,0,0,0,Solano County,38.1137,-122.1972
48,24,18,94304,4,2.4000000000000004,1,0,0,0,0,1,1,Santa Clara County,37.4043,-122.1673
59,33,63,90044,1,19.200000000000003,1,0,0,0,0,1,1,Los Angeles County,33.9531,-118.292
58,32,43,92093,1,33.599999999999994,2,0,0,0,0,1,0,San Diego County,32.8339,-117.2575
38,14,70,94022,4,24.0,3,0,0,0,0,1,0,Santa Clara County,37.3656,-122.1485
49,25,19,94545,1,10.8,3,0,0,0,0,0,0,Alameda County,37.6327,-122.1141
60,36,39,94501,4,15.600000000000001,2,140,0,0,0,1,0,Alameda County,37.7735,-122.2785
54,28,81,94720,3,9.600000000000001,1,0,0,0,0,0,0,Alameda County,37.8746,-122.2547
28,2,34,92161,4,15.600000000000001,3,0,0,0,0,0,0,San Diego County,32.7154,-117.1565
27,1,140,91711,1,70.80000000000001,2,175,1,1,1,1,0,Los Angeles County,34.1223,-117.7143
42,18,114,94305,1,3.5999999999999996,1,0,0,0,0,0,0,Santa Clara County,37.424,-122.1676
52,28,55,91320,2,38.400000000000006,3,151,0,0,0,0,0,Ventura County,34.1425,-118.9762
54,30,21,95351,1,1.2000000000000002,2,76,0,0,0,1,0,Stanislaus County,37.6349,-120.9849
56,30,50,94022,4,33.599999999999994,2,0,0,1,0,1,0,Santa Clara County,37.3656,-122.1485
58,34,41,95833,3,18.0,1,0,0,0,0,1,1,Sacramento County,38.6131,-121.5146
56,32,190,90032,3,26.400000000000002,1,0,1,0,1,1,0,Los Angeles County,34.0826,-118.1773
64,40,8,94110,2,3.5999999999999996,3,0,0,0,0,1,0,San Francisco County,37.7487,-122.4158
35,8,55,92870,2,20.04,2,0,0,0,0,1,0,Orange County,33.882,-117.8506
45,20,40,91763,2,15.600000000000001,1,0,0,0,0,0,1,San Bernardino County,34.0713,-117.7009
57,32,22,95616,3,1.2000000000000002,2,0,0,0,0,1,0,Yolo County,38.563,-121.816
35,8,44,94590,2,20.04,2,0,0,1,0,0,1,Solano County,38.0946,-122.2539
46,22,102,95039,3,54.0,3,0,1,0,0,1,0,Monterey County,36.8341,-121.7733
30,4,54,93033,4,21.6,3,235,0,0,0,1,0,Ventura County,34.145,-119.116
44,20,130,90291,4,38.400000000000006,2,0,1,0,0,0,0,Los Angeles County,33.9942,-118.4637
39,12,75,94501,3,27.96,2,0,0,0,0,1,1,Alameda County,37.7735,-122.2785
42,18,42,95929,2,20.4,1,0,0,0,0,1,0,Butte County,39.7289,-121.8365
34,9,133,92110,1,45.599999999999994,1,0,0,0,0,1,0,San Diego County,32.7688,-117.2037
46,20,40,92037,1,14.399999999999999,2,0,0,0,0,1,0,San Diego County,32.8668,-117.2482
55,31,34,94305,3,18.0,1,101,0,0,0,1,0,Santa Clara County,37.424,-122.1676
28,3,142,93727,1,9.600000000000001,1,0,0,0,0,1,0,Fresno County,36.7541,-119.6733
35,10,64,94542,3,27.599999999999998,1,0,0,0,1,1,1,Alameda County,37.6535,-122.0326
60,35,44,94720,2,19.200000000000003,3,170,0,0,0,1,0,Alameda County,37.8746,-122.2547
50,24,95,91401,1,3.5999999999999996,1,262,0,0,0,1,0,Los Angeles County,34.1794,-118.4307
52,26,49,90011,1,16.799999999999997,3,0,0,0,0,1,0,Los Angeles County,34.0098,-118.2586
51,27,12,91007,2,2.4000000000000004,1,0,0,0,0,0,0,Los Angeles County,34.1251,-118.0495
51,26,98,90024,1,15.600000000000001,3,0,0,0,0,1,1,Los Angeles County,34.0657,-118.4341
59,35,42,91711,4,4.800000000000001,1,0,0,0,0,1,0,Los Angeles County,34.1223,-117.7143
53,28,44,92152,2,7.199999999999999,3,0,0,0,0,1,1,San Diego County,32.7011,-117.2455
43,17,124,94117,1,62.400000000000006,1,0,0,0,0,0,0,San Francisco County,37.7692,-122.4425
31,6,175,95005,2,80.4,1,0,0,0,0,1,0,Santa Cruz County,37.1018,-122.0993
32,6,22,94061,4,3.5999999999999996,1,0,0,0,0,0,0,San Mateo County,37.4633,-122.2408
41,17,78,95929,4,32.04,1,99,0,0,0,1,0,Butte County,39.7289,-121.8365
31,4,54,91741,2,12.0,2,109,0,0,0,0,1,Los Angeles County,34.1545,-117.8409
41,16,154,92407,1,84.0,1,0,0,0,0,0,1,San Bernardino County,34.2441,-117.3086
47,22,42,95820,3,32.400000000000006,2,0,0,0,0,1,0,Sacramento County,38.5382,-121.4467
37,13,195,91763,2,78.0,1,635,0,0,0,1,0,San Bernardino County,34.0713,-117.7009
53,23,80,93023,1,36.0,3,0,0,0,0,1,1,Ventura County,34.521,-119.2477
49,22,81,94301,3,24.0,2,0,0,0,0,1,0,Santa Clara County,37.443,-122.1512
62,36,89,94022,2,24.0,1,0,0,0,0,1,1,Santa Clara County,37.3656,-122.1485
33,9,61,93943,3,31.200000000000003,2,0,0,0,0,1,0,Monterey County,36.5972,-121.8729
54,24,25,90016,4,4.800000000000001,3,0,0,0,0,0,1,Los Angeles County,34.029,-118.3578
27,3,43,90245,3,1.2000000000000002,2,163,0,0,0,1,0,Los Angeles County,33.9161,-118.4041
60,35,122,92606,1,31.200000000000003,1,352,0,0,0,0,0,Orange County,33.6998,-117.8169
29,5,160,90405,1,51.599999999999994,1,385,0,0,0,1,0,Los Angeles County,34.0113,-118.4685
56,32,83,91320,4,19.200000000000003,2,0,0,0,0,0,0,Ventura County,34.1425,-118.9762
55,30,79,92182,2,0.0,3,0,0,0,0,0,0,San Diego County,32.7752,-117.0737
45,19,30,94305,3,6.0,2,0,0,0,0,1,1,Santa Clara County,37.424,-122.1676
33,9,145,94110,1,51.599999999999994,1,437,0,0,0,1,0,San Francisco County,37.7487,-122.4158
45,21,151,90024,2,39.599999999999994,1,328,0,0,0,0,0,Los Angeles County,34.0657,-118.4341
44,18,14,94720,2,1.2000000000000002,3,98,0,0,0,0,1,Alameda County,37.8746,-122.2547
37,11,19,95054,3,2.4000000000000004,2,0,0,0,0,1,0,Santa Clara County,37.3963,-121.9614
42,16,55,95820,1,8.399999999999999,3,135,0,0,0,1,0,Sacramento County,38.5382,-121.4467
26,2,132,94720,2,28.799999999999997,3,0,1,0,0,0,1,Alameda County,37.8746,-122.2547
33,8,182,94065,1,103.19999999999999,1,0,0,0,0,0,0,San Mateo County,37.5348,-122.2471
61,36,78,91330,3,6.0,1,0,0,0,0,1,1,Los Angeles County,34.2429,-118.5273
31,7,42,95822,1,28.799999999999997,2,0,0,0,0,1,1,Sacramento County,38.5138,-121.4989
54,29,44,95518,2,27.599999999999998,3,187,0,0,0,1,0,Humboldt County,40.8668,-124.083
62,38,195,91125,4,62.400000000000006,3,522,1,0,1,1,1,Los Angeles County,34.1478,-118.1436
61,36,53,92717,3,6.0,2,0,0,0,0,1,0,Irvine,33.6462,-117.8398
66,41,65,92612,3,28.799999999999997,1,0,0,0,0,0,0,Orange County,33.6615,-117.8217
38,12,43,94305,4,2.4000000000000004,1,0,0,0,0,0,0,Santa Clara County,37.424,-122.1676
55,29,38,90035,4,18.0,3,0,0,0,0,0,1,Los Angeles County,34.0521,-118.3853
60,36,50,95741,1,21.6,3,0,0,0,0,1,0,Sacramento County,38.5895,-121.3018
23,2,81,91711,2,21.6,2,0,0,0,0,0,0,Los Angeles County,34.1223,-117.7143
29,3,41,94588,1,22.799999999999997,3,0,0,0,0,1,1,Alameda County,37.6902,-121.9022
35,10,73,93943,3,27.599999999999998,1,0,0,0,0,1,0,Monterey County,36.5972,-121.8729
53,27,31,91605,2,4.800000000000001,3,104,0,0,0,0,1,Los Angeles County,34.2082,-118.3941
32,7,84,91320,3,7.199999999999999,2,0,0,0,0,1,1,Ventura County,34.1425,-118.9762
38,14,95,94109,2,22.799999999999997,1,0,0,0,0,1,1,San Francisco County,37.7962,-122.4209
44,18,162,90840,4,15.600000000000001,1,301,1,0,0,0,0,Los Angeles County,33.7819,-118.1157
43,18,60,95039,2,26.400000000000002,3,115,0,0,0,0,0,Monterey County,36.8341,-121.7733
54,30,121,95039,2,13.200000000000001,3,0,1,1,0,0,0,Monterey County,36.8341,-121.7733
52,25,43,91380,3,12.0,2,165,0,0,1,1,1,Los Angeles County,34.4194,-118.5558
31,7,38,92182,1,21.6,2,182,0,0,1,1,1,San Diego County,32.7752,-117.0737
47,22,82,92084,1,34.8,1,276,0,0,0,1,0,San Diego County,33.2109,-117.2076
42,18,52,95008,4,22.799999999999997,1,0,0,0,0,1,0,Santa Clara County,37.279,-121.9567
57,33,43,91016,3,18.0,1,168,0,0,0,0,1,Los Angeles County,34.1535,-117.9741
33,8,82,95747,1,31.200000000000003,2,0,0,1,1,1,1,Placer County,38.7845,-121.3734
35,10,161,94109,1,49.199999999999996,1,0,0,1,0,1,0,San Francisco County,37.7962,-122.4209
56,30,24,94550,2,8.399999999999999,2,0,0,0,0,1,0,Alameda County,37.5098,-121.6389
57,32,102,90210,1,31.200000000000003,1,0,0,0,0,1,0,Los Angeles County,34.1031,-118.4163
25,1,53,94305,3,28.799999999999997,2,0,0,0,0,0,0,Santa Clara County,37.424,-122.1676
53,28,85,92037,1,14.399999999999999,1,0,0,0,0,0,0,San Diego County,32.8668,-117.2482
59,33,111,95120,3,52.800000000000004,1,0,0,0,0,1,0,Santa Clara County,37.1927,-121.8341
56,32,90,95054,2,3.5999999999999996,1,0,0,0,0,1,1,Santa Clara County,37.3963,-121.9614
54,28,94,92709,2,13.200000000000001,1,188,0,0,0,0,0,Orange County,33.67,-117.73
48,23,63,94606,4,43.2,3,0,0,0,0,0,0,Alameda County,37.7899,-122.2444
55,30,153,94305,2,33.599999999999994,2,0,1,1,1,1,0,Santa Clara County,37.424,-122.1676
33,7,39,92037,2,24.0,3,0,0,0,0,0,0,San Diego County,32.8668,-117.2482
46,21,205,95762,2,105.60000000000001,1,181,0,1,0,1,0,El Dorado County,38.6827,-121.0755
42,18,142,93106,1,40.8,1,496,0,0,0,1,0,Santa Barbara County,34.4144,-119.8475
49,25,163,94608,2,4.800000000000001,1,0,0,1,0,0,0,Alameda County,37.8347,-122.2919
42,17,113,93014,3,12.0,1,0,0,1,0,1,0,Santa Barbara County,34.3986,-119.5177
46,21,64,92104,1,34.8,1,0,0,0,0,1,1,San Diego County,32.7398,-117.1284
65,40,20,92647,3,1.2000000000000002,3,0,0,0,0,0,1,Orange County,33.7268,-118.0069
50,24,179,94025,1,12.0,1,0,0,0,0,1,0,San Mateo County,37.459,-122.1861
54,24,91,91101,2,54.0,3,90,0,0,0,1,0,Los Angeles County,34.1468,-118.1382
42,18,103,91367,1,39.96,1,0,1,1,1,1,1,Los Angeles County,34.1749,-118.6153
57,33,80,95053,4,19.200000000000003,2,0,0,0,0,0,0,Santa Clara County,37.3495,-121.9376
61,35,38,93106,2,3.5999999999999996,1,0,0,0,0,0,0,Santa Barbara County,34.4144,-119.8475
60,34,44,94143,1,2.4000000000000004,1,0,0,0,0,0,1,San Francisco County,37.7753,-122.4186
40,14,164,94720,1,51.599999999999994,2,0,1,0,0,0,0,Alameda County,37.8746,-122.2547
33,7,81,92647,3,19.200000000000003,1,0,0,0,0,1,1,Orange County,33.7268,-118.0069
37,13,95,90095,2,20.4,2,83,0,0,0,0,0,Los Angeles County,34.071,-118.4432
52,28,44,90747,3,22.799999999999997,2,0,0,0,0,0,1,Los Angeles County,33.8626,-118.2572
33,7,88,94583,3,19.200000000000003,1,0,0,0,0,1,1,Contra Costa County,37.7699,-122.0014
62,36,148,94111,3,84.0,2,0,1,0,0,1,0,San Francisco County,37.7989,-122.3986
62,37,169,95014,3,60.0,2,184,1,0,1,1,1,Santa Clara County,37.2943,-122.0944
63,37,11,91711,1,9.600000000000001,2,102,0,0,0,0,1,Los Angeles County,34.1223,-117.7143
55,25,92,94550,1,36.0,3,158,0,0,0,0,1,Alameda County,37.5098,-121.6389
33,9,74,92120,3,31.200000000000003,2,0,0,0,0,1,0,San Diego County,32.7949,-117.0755
25,1,72,94301,3,9.600000000000001,1,0,0,0,0,1,0,Santa Clara County,37.443,-122.1512
55,31,63,95616,3,32.04,1,0,0,0,0,1,0,Yolo County,38.563,-121.816
29,3,172,92373,2,54.0,1,415,0,0,0,1,0,San Bernardino County,33.9991,-117.149
45,21,183,90029,2,16.799999999999997,1,0,0,0,0,1,1,Los Angeles County,34.0897,-118.2926
60,34,40,91311,1,30.0,3,166,0,0,0,1,0,Los Angeles County,34.2868,-118.5959
44,18,68,92673,4,34.8,1,0,0,1,0,0,1,Orange County,33.4658,-117.6187
48,23,78,91423,4,43.2,3,0,0,0,0,1,0,Los Angeles County,34.1465,-118.4311
57,32,68,90041,2,44.400000000000006,1,184,0,0,0,0,0,Los Angeles County,34.1341,-118.2053
58,32,49,94005,1,16.799999999999997,1,99,0,0,0,1,1,San Mateo County,37.687,-122.4185
58,33,39,94132,2,27.599999999999998,3,0,0,0,0,1,0,San Francisco County,37.723,-122.4848
44,20,151,95193,1,42.0,1,392,0,0,0,1,0,Santa Clara County,37.3353,-121.8938
54,28,159,90245,2,6.0,1,461,0,0,0,1,0,Los Angeles County,33.9161,-118.4041
59,33,89,94608,4,22.799999999999997,2,0,0,0,0,1,1,Alameda County,37.8347,-122.2919
63,37,105,92694,4,20.4,3,244,0,0,0,0,1,Orange County,33.5555,-117.6441
61,35,78,90840,2,24.0,1,0,0,0,0,1,1,Los Angeles County,33.7819,-118.1157
58,32,128,94609,2,32.400000000000006,1,344,0,0,0,0,0,Alameda County,37.8348,-122.2635
44,20,81,90254,4,9.600000000000001,1,228,0,0,0,0,1,Los Angeles County,33.8648,-118.3972
53,29,50,93305,4,1.2000000000000002,3,152,0,0,0,1,0,Kern County,35.3907,-118.9879
63,39,38,92624,3,1.2000000000000002,3,178,0,0,0,1,1,Orange County,33.4557,-117.6647
41,17,119,94960,2,73.19999999999999,1,263,0,1,0,1,0,Marin County,37.9921,-122.5813
50,26,110,94509,3,21.6,2,0,0,0,0,1,0,Contra Costa County,37.9898,-121.8073
51,25,29,90212,1,16.799999999999997,3,102,0,0,0,0,1,Los Angeles County,34.0611,-118.4021
47,22,19,94590,1,4.800000000000001,3,0,0,0,0,1,0,Solano County,38.0946,-122.2539
43,19,130,90630,2,56.400000000000006,3,221,1,0,0,0,1,Orange County,33.8189,-118.037
46,21,38,90024,1,28.799999999999997,1,130,0,0,0,1,0,Los Angeles County,34.0657,-118.4341
50,24,31,95054,1,3.5999999999999996,3,0,0,0,0,0,0,Santa Clara County,37.3963,-121.9614
33,9,14,91320,4,8.399999999999999,2,105,0,0,0,1,0,Ventura County,34.1425,-118.9762
27,2,158,95060,3,4.800000000000001,2,0,1,0,1,1,0,Santa Cruz County,37.069,-122.1569
34,8,39,92124,4,2.4000000000000004,1,115,0,0,0,1,0,San Diego County,32.82,-117.0918
34,9,141,95616,2,58.800000000000004,3,0,1,0,0,0,1,Yolo County,38.563,-121.816
28,2,33,95814,3,12.0,1,167,0,0,0,1,0,Sacramento County,38.5817,-121.4959
29,5,92,95006,2,7.199999999999999,1,0,0,0,0,1,0,Santa Cruz County,37.1634,-122.1562
52,26,78,94301,3,36.0,2,0,0,0,0,0,0,Santa Clara County,37.443,-122.1512
47,22,42,91754,3,32.400000000000006,2,0,0,0,0,1,1,Los Angeles County,34.0526,-118.1478
41,16,15,94124,2,3.5999999999999996,2,83,0,0,0,0,0,San Francisco County,37.7308,-122.3826
58,32,48,91768,1,33.599999999999994,2,0,0,0,0,1,0,Los Angeles County,34.0635,-117.7922
37,12,63,95630,3,27.599999999999998,1,0,0,0,0,1,0,Sacramento County,38.6645,-121.145
57,33,149,95060,1,56.400000000000006,1,0,0,1,0,0,0,Santa Cruz County,37.069,-122.1569
63,39,49,90275,1,9.600000000000001,1,103,0,0,0,1,0,Los Angeles County,33.7589,-118.3599
60,35,125,94720,2,46.8,1,0,0,0,0,0,0,Alameda County,37.8746,-122.2547
50,25,58,92131,1,15.600000000000001,2,0,0,0,0,1,0,San Diego County,32.9154,-117.0836
60,35,48,94538,3,18.0,1,0,0,0,0,1,0,Alameda County,37.5101,-121.9861
54,30,75,94720,2,38.400000000000006,3,0,0,0,0,0,1,Alameda County,37.8746,-122.2547
28,4,114,92521,2,2.4000000000000004,1,0,0,0,0,1,0,Riverside County,33.9685,-117.3335
45,21,134,92697,4,66.0,2,0,1,0,1,1,1,Orange County,33.6473,-117.8409
28,2,111,94305,4,27.599999999999998,3,0,0,0,0,1,0,Santa Clara County,37.424,-122.1676
54,29,62,94301,4,45.599999999999994,2,149,0,0,0,1,0,Santa Clara County,37.443,-122.1512
42,18,45,95616,1,8.399999999999999,1,0,0,1,0,1,0,Yolo County,38.563,-121.816
30,4,113,90064,2,2.4000000000000004,1,0,0,0,0,1,0,Los Angeles County,34.0371,-118.4279
61,36,128,94550,1,31.200000000000003,1,0,0,0,0,1,0,Alameda County,37.5098,-121.6389
64,38,168,94061,4,68.4,3,0,1,0,0,1,0,San Mateo County,37.4633,-122.2408
38,13,81,90095,1,48.0,3,206,0,1,0,1,0,Los Angeles County,34.071,-118.4432
39,14,75,92521,1,1.2000000000000002,2,297,0,0,0,0,1,Riverside County,33.9685,-117.3335
54,29,21,95841,4,1.2000000000000002,3,0,0,0,0,0,0,Sacramento County,38.6666,-121.3523
59,33,83,94701,3,52.800000000000004,1,0,0,0,0,1,0,Alameda County,37.8718,-122.2718
